29.05.,Drogheda,Waterford,1.82,3.70,3.90
29.05.,Dundalk,Derry City,2.25,3.50,2.90
29.05.,Shelbourne,Galway,1.75,3.75,4.25
29.05.,Sligo Rovers,Bohemians,4.55,3.65,1.72
29.05.,Shamrock Rovers,St. Patricks,2.20,3.25,3.15
