24.05.,Brighton,Manchester Utd,1.90,4.20,3.50
24.05.,Burnley,Wolves,2.35,3.45,2.90
24.05.,Crystal Palace,Arsenal,4.10,3.65,1.87
24.05.,Fulham,Newcastle,2.60,3.60,2.55
24.05.,Liverpool,Brentford,1.77,4.10,4.15
24.05.,Manchester City,Aston Villa,1.41,5.35,6.60
24.05.,Nottingham,Bournemouth,3.70,3.70,1.97
24.05.,Sunderland,Chelsea,3.45,3.65,2.00
24.05.,Tottenham,Everton,1.90,3.50,4.20
24.05.,West Ham,Leeds,1.70,4.25,4.45
