

24.05.,Villarreal,Atl. Madrid,2.55,3.75,2.55
23.05.,Alaves,Rayo Vallecano,2.10,3.35,3.55
23.05.,Betis,Levante,2.30,3.45,2.95
23.05.,Celta Vigo,Sevilla,1.85,3.35,4.70
23.05.,Espanyol,Real Sociedad,2.40,3.50,2.80
23.05.,Getafe,Osasuna,2.95,2.50,3.10
23.05.,Girona,Elche,1.75,3.75,4.45
23.05.,Mallorca,Oviedo,1.46,4.55,7.10
23.05.,Real Madrid,Ath Bilbao,1.55,4.70,5.25
23.05.,Valencia,Barcelona,3.45,4.00,1.93
