
2026-05-25,HamKam,Lillestrom,3.05,3.65,2.25
2026-05-25,KFUM Oslo,Rosenborg,2.35,3.55,2.95
2026-05-25,Sarpsborg 08,Molde,2.55,3.75,2.55
2026-05-25,Tromso,Aalesund,1.47,4.75,6.45
2026-05-25,Sandefjord,Fredrikstad,2.00,3.70,3.65
