
2026-05-26,Mariehamn,Lahti,3.90,3.40,1.90
2026-05-26,VPS,Haka,1.57,4.00,5.35
2026-05-26,JaPS,KuPS,7.90,4.40,1.38
2026-05-26,Honka,VJS,2.50,3.90,2.30
