24.05.,AC Milan,Cagliari,1.38,4.65,9.75
24.05.,Cremonese,Como,5.75,4.30,1.55
24.05.,Lecce,Genoa,1.93,3.15,4.55
24.05.,Torino,Juventus,6.10,4.50,1.51
24.05.,Verona,AS Roma,9.45,4.90,1.35
24.05.,Napoli,Udinese,1.55,4.20,5.90
24.05.,Parma,Sassuolo,3.20,3.25,2.30
23.05.,Lazio,Pisa,1.70,3.75,5.00
23.05.,Bologna,Inter,3.55,3.60,2.00
22.05.,Fiorentina,Atalanta,3.15,3.55,2.15
