Date,HomeTeam,AwayTeam,FTHG,FTAG,HomeOdds,DrawOdds,AwayOdds
2025-11-08,Union Berlin,Bayern Munich,2,2,13.00,7.50,1.24
2025-11-07,Werder Bremen,Wolfsburg,2,1,2.22,3.75,3.40
2025-11-02,Wolfsburg,Hoffenheim,2,3,2.95,3.89,2.79
2025-11-02,FC Koln,Hamburger SV,4,1,2.50,3.85,3.77
2025-11-01,Bayern Munich,Bayer Leverkusen,3,0,1.30,6.90,10.72
2025-11-01,Heidenheim,Eintracht Frankfurt,1,1,4.37,4.25,1.97
2025-11-01,Mainz,Werder Bremen,1,1,2.00,4.10,4.02
2025-11-01,RB Leipzig,Stuttgart,3,1,2.15,4.15,3.35
2025-11-01,St. Pauli,B. Monchengladbach,0,4,2.40,3.60,3.65
2025-11-01,Union Berlin,Freiburg,0,0,2.75,3.35,2.91
2025-10-31,Augsburg,Dortmund,0,1,5.72,4.60,1.87
2025-10-26,Stuttgart,Mainz,2,1,2.17,4.20,4.34
2025-10-26,Bayer Leverkusen,Freiburg,2,0,2.02,3.95,4.20
2025-10-25,Dortmund,FC Koln,1,0,1.45,5.40,7.90
2025-10-25,Augsburg,RB Leipzig,0,6,3.40,4.09,2.12
2025-10-25,B. Monchengladbach,Bayern Munich,0,3,12.00,7.40,1.26
2025-10-25,Eintracht Frankfurt,St. Pauli,2,0,1.70,4.54,4.87
2025-10-25,Hamburger SV,Wolfsburg,0,1,2.38,3.80,3.21
2025-10-25,Hoffenheim,Heidenheim,3,1,1.63,4.60,5.34
2025-10-24,Werder Bremen,Union Berlin,1,0,2.38,3.60,3.15
2025-10-19,St. Pauli,Hoffenheim,0,3,2.82,3.52,2.81
2025-10-19,Freiburg,Eintracht Frankfurt,2,2,2.58,3.76,2.88
2025-10-18,Bayern Munich,Dortmund,2,1,1.41,5.80,8.25
2025-10-18,Mainz,Bayer Leverkusen,3,4,2.90,3.59,2.85
2025-10-18,RB Leipzig,Hamburger SV,2,1,1.50,5.20,6.55
2025-10-18,Wolfsburg,Stuttgart,0,3,3.00,3.65,2.50
2025-10-18,FC Koln,Augsburg,1,1,2.09,3.95,3.64
2025-10-18,Heidenheim,Werder Bremen,2,2,2.85,3.58,2.64
2025-10-17,Union Berlin,B. Monchengladbach,3,1,2.36,3.50,3.34
2025-10-05,B. Monchengladbach,Freiburg,0,0,2.78,3.40,2.85
2025-10-05,Hamburger SV,Mainz,4,0,3.40,3.83,2.25
2025-10-05,Stuttgart,Heidenheim,1,0,1.42,5.40,7.90
2025-10-04,Eintracht Frankfurt,Bayern Munich,0,3,8.20,6.20,1.40
2025-10-04,Augsburg,Wolfsburg,3,1,2.63,3.60,2.85
2025-10-04,Bayer Leverkusen,Union Berlin,2,0,1.74,4.15,5.10
2025-10-04,Dortmund,RB Leipzig,1,1,1.80,4.83,4.38
2025-10-04,Werder Bremen,St. Pauli,1,0,2.42,3.65,3.09
2025-10-03,Hoffenheim,FC Koln,0,1,2.02,3.95,3.92
2025-09-28,Union Berlin,Hamburger SV,0,0,2.02,3.72,3.89
2025-09-28,FC Koln,Stuttgart,1,2,2.70,3.85,2.68
2025-09-28,Freiburg,Hoffenheim,1,1,2.38,3.50,3.25
2025-09-27,B. Monchengladbach,Eintracht Frankfurt,4,6,3.27,3.75,2.40
2025-09-27,Heidenheim,Augsburg,2,1,3.01,3.61,2.46
2025-09-27,Mainz,Dortmund,0,2,3.80,3.96,2.08
2025-09-27,St. Pauli,Bayer Leverkusen,1,2,3.14,3.55,2.42
2025-09-27,Wolfsburg,RB Leipzig,0,1,2.70,3.80,2.58
2025-09-26,Bayern Munich,Werder Bremen,4,0,1.11,13.00,26.00
2025-09-21,Dortmund,Wolfsburg,1,0,1.60,4.80,5.71
2025-09-21,Bayer Leverkusen,B. Monchengladbach,1,1,1.60,4.70,6.36
2025-09-21,Eintracht Frankfurt,Union Berlin,3,4,1.68,4.40,5.90
2025-09-20,RB Leipzig,FC Koln,3,1,1.95,4.20,3.99
2025-09-20,Augsburg,Mainz,1,4,2.70,3.59,2.80
2025-09-20,Hamburger SV,Heidenheim,2,1,1.81,4.05,4.60
2025-09-20,Hoffenheim,Bayern Munich,1,4,8.18,6.00,1.40
2025-09-20,Werder Bremen,Freiburg,0,3,2.50,3.70,2.93
2025-09-19,Stuttgart,St. Pauli,2,0,1.88,4.05,4.30
2025-09-14,B. Monchengladbach,Werder Bremen,0,4,2.15,4.15,3.45
2025-09-14,St. Pauli,Augsburg,2,1,2.20,3.58,3.68
2025-09-13,Bayern Munich,Hamburger SV,5,0,1.08,18.28,31.48
2025-09-13,Freiburg,Stuttgart,3,1,2.88,3.75,2.80
2025-09-13,Heidenheim,Dortmund,0,2,5.37,4.65,1.63
2025-09-13,Mainz,RB Leipzig,0,1,2.58,3.81,2.86
2025-09-13,Union Berlin,Hoffenheim,2,4,2.92,3.55,2.62
2025-09-13,Wolfsburg,FC Koln,3,3,2.02,3.75,4.20
2025-09-12,Bayer Leverkusen,Eintracht Frankfurt,3,1,2.20,3.85,3.35
2025-08-31,FC Koln,Freiburg,4,1,2.67,3.45,2.81
2025-08-31,Dortmund,Union Berlin,3,0,1.50,5.09,7.40
2025-08-31,Wolfsburg,Mainz,1,1,2.25,3.65,3.32
2025-08-30,Augsburg,Bayern Munich,2,3,9.82,6.40,1.31
2025-08-30,Hoffenheim,Eintracht Frankfurt,1,3,2.80,3.95,2.52
2025-08-30,RB Leipzig,Heidenheim,2,0,1.52,5.04,6.50
2025-08-30,Stuttgart,B. Monchengladbach,1,0,1.65,4.90,5.10
2025-08-30,Werder Bremen,Bayer Leverkusen,3,3,3.90,4.30,2.00
2025-08-29,Hamburger SV,St. Pauli,0,2,2.50,3.37,3.20
2025-08-24,B. Monchengladbach,Hamburger SV,0,0,2.02,4.10,3.95
2025-08-24,Mainz,FC Koln,0,1,2.04,3.75,3.90
2025-08-24,St. Pauli,Dortmund,3,3,4.44,3.75,1.95
2025-08-24,Bayer Leverkusen,Hoffenheim,1,2,1.80,4.32,5.00
2025-08-24,Eintracht Frankfurt,Werder Bremen,4,1,1.62,4.85,5.58
2025-08-24,Freiburg,Augsburg,1,3,2.00,3.69,4.10
2025-08-24,Heidenheim,Wolfsburg,1,3,2.87,3.50,2.61
2025-08-24,Union Berlin,Stuttgart,2,1,4.40,3.95,1.90
2025-08-22,Bayern Munich,RB Leipzig,6,0,1.28,7.20,11.30
